# UltimateAndroid,3f468aaa06027b5f619e567b91fa92fcdd9d6fa6,DI,10,/Users/rbonifacio/Documents/scriptsMSR/scam-2017/UltimateAndroid
OpenRefine,a6ec53c6218bc30867dfbb04acd84221725cb2e2,DI,30,/Users/rbonifacio/Documents/scriptsMSR/scam-2017/OpenRefine
# spring-boot,91ac9440ffa76939f0ef7d64a0d9f508225de1e9,DI,50,/Users/rbonifacio/Documents/scriptsMSR/scam-2017/spring-boot
# RecyclerViewSnap,264572ccad4e204342d62e451229f055098deede,DI,70,/Users/rbonifacio/Documents/scriptsMSR/scam-2017/RecyclerViewSnap
# elasticsearch,16af0a9ce23abbe2efce8ea950107b3e8bc3c0f8,DI,90,/Users/rbonifacio/Documents/scriptsMSR/scam-2017/elasticsearch
