#orientdb,6212d1f2270367e70d92ced6e68bb3d5e88b9b82,MC,10,/Users/rbonifacio/Documents/scam-2017/orientdb,217647,2936,634,git://github.com/orientechnologies/orientdb.git,OrientDB is the first Multi-Model DBMS with Document & Graph engine. OrientDB can run distributed (Multi-Master),supports SQL,ACID Transactions,Full-Text indexing,Reactive Queries and has a small memory footprint. OrientDB is licensed with Apache 2 license and the development is driven by OrientDB LTD and a worldwide Open Source community.
# flink,54ceec16c11655da4181c0816a3b12d1c4bab465,MC,30,/Users/rbonifacio/Documents/scam-2017/flink,118781,2242,1575,git://github.com/apache/flink.git,Mirror of Apache Flink,,,,
# graylog2-server,71d7844a0a8d4090c7c8bb8cac43319ce25f6546,MC,50,/Users/rbonifacio/Documents/scriptsMSR/scam-2017/graylog2-server,56650,3068,445,git://github.com/Graylog2/graylog2-server.git,Free and open source log management,,,,
# smile,4da343b1d9d5fe88b388c76456596f28896a7c94,MC,70,/Users/rbonifacio/Documents/scriptsMSR/scam-2017/smile,147830,3127,498,git://github.com/haifengl/smile.git,Statistical Machine Intelligence & Learning Engine,,,,
# VitamioBundle,77bd421e6ae874943291867edde0a371fe09fb0c,MC,90,/Users/rbonifacio/Documents/scriptsMSR/scam-2017/VitamioBundle,186316,3974,2013,git://github.com/yixia/VitamioBundle.git,Vitamio for Android,,,,
# phonegap-facebook-plugin,544cc06b0968b32dae4a8f97c1b01a3d5c74a1b6,SS,10,/Users/rbonifacio/Documents/scriptsMSR/scam-2017/phonegap-facebook-plugin,75734,1926,1701,git://github.com/Wizcorp/phonegap-facebook-plugin.git,The official plugin for Facebook in Apache Cordova/PhoneGap,,,,
# vert.x,f3552369cc15ef7b571d9f51e371ebef9eaf75d5,SS,30,/Users/rbonifacio/Documents/scriptsMSR/scam-2017/vert.x,97613,5980,1126,git://github.com/eclipse/vert.x.git,Vert.x is a tool-kit for building reactive applications on the JVM,,,,
# material-dialogs,5553c6dfd1885dcb4daa528a72d26e84ab4a31b0,SS,50,/Users/rbonifacio/Documents/scriptsMSR/scam-2017/material-dialogs,153880,9403,1897,git://github.com/afollestad/material-dialogs.git,A beautiful,fluid,and customizable dialogs API.,,
# fresco,79ccc218221d1ab9c3a43108ec00da3e8d5fa903,SS,70,/Users/rbonifacio/Documents/scriptsMSR/scam-2017/fresco,56594,12495,3297,git://github.com/facebook/fresco.git,An Android library for managing images and the memory they use.,,,,
# grails-core,713556687a2bab988053c910c651a1139a6cc55f,SS,90,/Users/rbonifacio/Documents/scriptsMSR/scam-2017/grails-core,348080,2098,880,git://github.com/grails/grails-core.git,The Grails Web Application Framework,,,,
# aws-sdk-java,21bfda8f0697ef9055c400360e476f8867032288,VA,10,/Users/rbonifacio/Documents/scriptsMSR/scam-2017/aws-sdk-java,625939,1921,1424,git://github.com/aws/aws-sdk-java.git,The official AWS SDK for Java.,,,,
# bazel,bc133cb5b95d0897b8e4fcc5ac63b8ad7dd96671,VA,30,/Users/rbonifacio/Documents/scriptsMSR/scam-2017/bazel,359548,6261,835,git://github.com/bazelbuild/bazel.git,Correct,reproducible,and fast builds for everyone.,,
# cassandra,049ba2d4d54d22a4dad147b34f37ec0f8c3caa51,VA,50,/Users/rbonifacio/Documents/scriptsMSR/scam-2017/cassandra,234478,3450,1587,git://github.com/apache/cassandra.git,Mirror of Apache Cassandra,,,,
# XCL-Charts,542b068f6d6704731a7bcaa7464ecbff00152387,VA,70,/Users/rbonifacio/Documents/scriptsMSR/scam-2017/XCL-Charts,133181,2104,889,git://github.com/xcltapestry/XCL-Charts.git,Android图表库(XCL-Charts is a free charting library for Android platform.),基于Android Canvas来绘制各种图表,使用简便,定制灵活。目前支持3D/非3D/背向式/横向/竖向柱形图(Bar Chart)、3D/非3D饼图(Pie Chart)、堆叠图(Stacked Bar Chart)、面积图(Area Chart)、 折线图(Line Chart)、曲线图(Spline Chart)、环形图(Dount Chart)、南丁格尔玫瑰图(Rose Chart)、仪表盘(Dial Chart)、刻度盘(Gauge Chart)、雷达图(Radar Chart)、漏斗图(Funnel Chart)、圆形图(Circle Chart)、弧线比较图、散点图(Scatter Chart)、气泡图(Bubble Chart)、范围条形图(RangeBar Chart)等图表。其它特性还包括支持图表缩放、手势移动、点击响应、动画效果、多轴显示、图表参考线、混合图表及同数据源不同图表类型切换等。,
# guice,d2f039541811ebc6d0ab3ba94df302eb70d34037,VA,90,/Users/rbonifacio/Documents/scriptsMSR/scam-2017/guice,62785,4960,799,git://github.com/google/guice.git,Guice (pronounced 'juice') is a lightweight dependency injection framework for Java 6 and above,brought to you by Google.,,,
